,Wall Street Journal,CNN,New York Times,Fox
241,"The FDA ordered that the popular heartburn drug Zantac and other ranitidine generics be pulled from the market immediately, saying levels of a possible cancer-causing chemical found last year in some ranitidine products increases over time https://t.co/3eOVJuxQ87","""In the darkest of days, New Yorkers shine the brightest,"" says New York Gov. Andrew Cuomo, reflecting on a group of firefighters with the FDNY cheering on health care workers for all their work fighting the coronavirus pandemic at Elmhurst Hospital in Queens. #CNNTownHall https://t.co/QH2kfRCTF5","The arts-and-crafts chain Hobby Lobby was sent a cease-and-desist letter by the Colorado authorities, who said the retailer was not complying with stay-at-home orders in the state and must immediately close its stores during the coronavirus outbreak https://t.co/iIdptHpNBT",".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove."" @TeamCavuto https://t.co/6UTwyCHBgv https://t.co/ubk59Tow5E"
242,In a city that worships food and drink—but has closed bars—New Orleans finds a way https://t.co/ed8ZcDJlv3,"New York Gov. Andrew Cuomo: ""This state had purchased 17,000 ventilators, more than any other state in the nation, and they never got delivered. Because they were all coming from China, and 50 states are competing. ... We can't get any more."" #CNNTownHall https://t.co/8dbvP3uS8W https://t.co/kL02XQuwB8","Immigrant field workers have been told to keep working despite stay-at-home directives, and given letters attesting to their “critical” role in feeding the United States https://t.co/cUMUoGaUdc",Funerals scheduled for 3 Wisconsin Girl Scouts and mother killed in hit-and-run https://t.co/D1kHaAPTu8
243,Airline vouchers don’t help pay the rent when you lose your job https://t.co/d1lHuzWn3R,"Q: How should we disinfect our phones?

@drsanjaygupta: Phones are probably ""the most common surface that we touch"" and it's a good idea to clean and wipe them. Doctors sometimes put their phones in plastic bags to keep them a bit cleaner. #CNNTownHall https://t.co/qNQGKgiY4d","For ""Those We’ve Lost,” @nytobits is writing portraits of people who have died in the coronavirus pandemic. 

Our reporters would like to hear about anyone you knew who has died. Please tell us about them using the form in this article. https://t.co/2bUXV8abdL",McConnell: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/HeI7clSOgM
244,"Asked about calls to stop some flights, President Trump said he was “certainly looking at” putting temporary restrictions on air travel https://t.co/fESdxlheXc","""Pain in my face... headaches, profuse sweating. Literally, my vision in my left eye is a little blurry,"" @ChrisCuomo says of his coronavirus symptoms.

""And you have these wicked phantasmagorical experiences that are not dreams,"" he says. https://t.co/83d4itSajm #CNNTownHall https://t.co/jjzIonuJ1s","Bucky Pizzarelli, who after many years as a respected session guitarist became a mainstay of the New York jazz scene in the 1970s, died of the coronavirus on Wednesday. He was 94. https://t.co/jThndBx9D3",.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/lGYpg0sZAZ
245,"""Basically almost as soon as the crisis started, [China] had a propaganda battle to win on this."" Beijing is using its coronavirus response to assert great-power status. https://t.co/uTMZlpPba2","""The beast comes at night as we know the health care workers have taking to call the virus ... I understand why. My fever has gone up a couple of degrees in the last 30 minutes. Nights are tough."" - @ChrisCuomo, who tested positive for Covid-19, discusses his symptoms. https://t.co/spfDdilnNg",RT @EricSchmittNYT: Prepare for war or fight coronavirus? U.S. military worldwide battles competing instincts as Navy struggles to evacuate…,"RT @FoxNewsResearch: Trump’s Biggest Beefs w/ Jeff Sessions:
•Russia probe recusal 
•Not investigating Ds 
•Not probing “Clinton ties to Ru…"
246,"Democrats are pushing for billions in federal funds to expand voting by mail this November, as presidential and congressional election deadlines approach amid the coronavirus pandemic https://t.co/92YeUIz1uu","""With the country -- and the world -- focused full-time on the fight against the coronavirus pandemic, you may have missed this: The fight for the Senate continues to move slowly but surely in Democrats' direction,"" writes @CillizzaCNN https://t.co/9jt6o62vZk","Several of President Trump’s top aides are advising him to work with China, but national security officials are skeptical the truce will hold https://t.co/F5zgcDynIZ","RT @FoxNewsResearch: Trump's Recent Attacks on Sessions:
8/11: Scared stiff, MIA
8/23: Never took control of DOJ
8/25: Doesn’t understand w…"
247,"A public-health disaster of this magnitude always has more than one cause, our columnist writes https://t.co/TijtGblhIQ","In her final days, Janice Preschel continued to run the Helping Hands Food Pantry from her hospital bed in New Jersey. On Monday, she died of complications from Covid-19, Gov. Phil Murphy said. She was 60. https://t.co/7TxE2iwl3s","New York City has set up 45 new mobile morgues, and local crematories are now allowed to work around the clock. At one Brooklyn hospital, the in-house morgue was filled to capacity on Tuesday. https://t.co/7bdia2YoBk","President @realDonaldTrump tweeted earlier today that Matthew Whitaker, who was serving as chief of staff to the attorney general, will become the acting attorney general, following Jeff Sessions' resignation. https://t.co/SfA26v0ock https://t.co/ybux8Fw1Zj"
248,"The FTC is suing Altria to unwind its $12.8 billion investment in Juul, alleging that the Marlboro maker violated antitrust laws in the 2018 deal https://t.co/RGmZ507hMD","Tesla built more than 100,000 vehicles in the first quarter, despite shutdowns at its plants in Shanghai and Fremont, California, due to health concerns associated with the coronavirus https://t.co/ZsdxqrUY51","Joe Biden has spoken with former President Barack Obama, as well as Eric Holder and other allies, as he weighs his options for his running mate https://t.co/dClCuMdkvs","""We will protect the rule of law.""

@RepAdamSchiff tweets a statement after Jeff Sessions resigns as attorney general. https://t.co/SfA26v0ock https://t.co/CXBlkt7NG4"
249,"If you're reading this from your childhood bedroom, you're not alone. 

Hear the stories of young professionals who have moved home due to the coronavirus pandemic. https://t.co/ZK0y8aFiCC https://t.co/EvrzbgzdJG","Facing a complete standstill across its entertainment empire due to the coronavirus crisis, the Walt Disney Company notified its employees that it would furlough employees ""whose jobs aren't necessary at this time"" starting on April 19th https://t.co/QssueM2JYa",RT @jakesilverstein: This weekend’s @NYTmag is the second issue we’ve produced while working from home. The cover story is about those who…,Deputy AG Rosenstein heading to @WhiteHouse for previously scheduled 4 p.m. meeting https://t.co/SfA26v0ock https://t.co/tRYj2L876E
250,"Forget waiting months—or years—to give someone your house key. For some young couples, shacking up after weeks of dating is akin to a trial honeymoon. https://t.co/8821mnoE2n",Dr. Deborah Birx said she can tell by looking at the US curve of coronavirus cases that not every American is following the guidelines set out by the administration for people to stay home and be vigilant about washing their hands https://t.co/k7DpCA6k7q,New data released by New York City shows that lower-income neighborhoods have been most affected by the coronavirus https://t.co/rjVlPCoiMD,Senator @MarkWarner on Jeff Sessions' resignation as attorney general https://t.co/SfA26v0ock https://t.co/RHSfPaOjRx
251,"Are you under 35 and sick with or recovered from Covid-19? We want to hear your story, big or small. Tell us here: https://t.co/Jm912Yg6J5",Pres. Trump said his administration will soon release nationwide recommendations on face masks after initially telling Americans they weren't necessary. But a top health adviser on his team cautioned people not to get lulled into a false sense of security. https://t.co/VLwDVNhCCp,"Until today, a feature on Zoom allowed some participants to access LinkedIn profile data about other users — without Zoom asking for their permission or even notifying them that someone else was snooping on them https://t.co/urH4nn7EFA",Catherine Herridge reports on acting attorney general Matthew Whitaker @ShepNewsTeam https://t.co/SfA26v0ock https://t.co/H9kTj0p2hs
252,"New Orleans, where ""restraint"" isn’t in the dictionary, reinvents hospitality for coronavirus times https://t.co/kw5ijWj1Bb","Q: How should we disinfect phones?

@drsanjaygupta: Phones are probably ""the most common surface that we touch"" and it's a good idea to clean and wipe them. He says doctors sometimes put their phones in plastic bags to keep them a bit cleaner. #CNNTownHall https://t.co/1QjTDQlbad",RT @andrewrsorkin: Join us TODAY at 11am ET. We’re hosting a live @DealBook conference call with @nytimes White House correspondent @maggie…,.@SenSchumer calls on acting AG Whitaker to recuse himself from Mueller investigation https://t.co/SfA26v0ock https://t.co/TVhVNHxzet
253,The Treasury Department plans to hire three Wall Street banks for help with the airline portion of the $2 trillion stimulus bill https://t.co/bzAdvMKkXb,"Dwayne Johnson, aka The Rock, is making sure his youngest child has strong hand washing game with a little help from ""Moana"" https://t.co/UfgYyZ9UQt","The story of apocalypse is an old one, one of the oldest humans tell. In many religious traditions — including Christianity, Judaism, Islam and Buddhism — it is a narrative that arises in moments of social and political crisis. https://t.co/SyQ1VEParp",Scott Walker concedes to Democrat Tony Evers in Wisconsin gubernatorial race https://t.co/cNYiUbMQ9q
